session_id,user_id,session_date,platform,daily_usage_minutes,device_type,notifications_received,sessions_per_day,scroll_distance_meters,videos_watched,stories_viewed,ads_clicked,time_of_day
SESS003380,USR01863,2023-06-14,Instagram,117.3,Mobile,82.0,14,92.79,77,3,11,Late Night
SESS003381,USR04313,2023-05-15,TikTok,36.8,Tablet,70.0,20,126.04,19,29,7,Evening
SESS003382,USR02957,2023-11-21,LinkedIn,,Tablet,,24,,26,27,12,Late Night
SESS003383,USR00568,2023-10-15,YouTube,25.0,Desktop,106.0,19,62.85,70,28,10,Evening
SESS003384,USR03200,2023-08-18,Instagram,34.3,Tablet,95.0,4,135.09,3,23,1,Morning
SESS003385,USR04940,2023-07-11,TikTok,45.3,Desktop,186.0,23,7.62,52,43,17,Evening
SESS003386,USR01256,2023-11-10,YouTube,59.6,Tablet,8.0,25,58.28,94,13,15,Late Night
SESS003387,USR00443,2023-08-18,Facebook,86.5,Tablet,4.0,17,91.34,93,38,17,Late Night
SESS003388,USR04558,2023-10-22,Snapchat,25.3,Desktop,182.0,30,86.81,61,29,14,Late Night
SESS003389,USR00914,2023-10-17,Instagram,45.9,Mobile,9.0,17,21.97,60,8,16,Evening
SESS003390,USR03682,2023-12-31,LinkedIn,37.8,Mobile,89.0,7,25.63,15,14,13,Afternoon
SESS003391,USR00023,2023-09-05,Snapchat,64.9,Mobile,185.0,17,29.18,5,12,16,Late Night
SESS003392,USR00321,2023-05-14,Facebook,54.1,Mobile,179.0,9,142.07,1,28,12,Afternoon
SESS003393,USR01868,2023-03-10,Pinterest,16.4,Mobile,110.0,16,43.29,24,21,10,Evening
SESS003394,USR01591,2023-06-28,Facebook,97.5,Desktop,94.0,14,17.89,28,32,13,Evening
SESS003395,USR02959,2023-05-30,Snapchat,42.1,Desktop,23.0,27,56.73,80,35,17,Late Night
SESS003396,USR00445,2023-03-24,Pinterest,82.2,Desktop,71.0,18,114.14,69,11,17,Late Night
SESS003397,USR03898,2023-11-20,Snapchat,53.6,Mobile,30.0,25,146.88,31,31,16,Afternoon
SESS003398,USR03864,2023-10-25,Instagram,241.8,Mobile,117.0,1,20.61,35,31,4,Late Night
SESS003399,USR03346,2023-11-28,YouTube,259.2,Desktop,9.0,11,25.2,13,44,2,Morning
SESS003400,USR01245,2023-01-30,Facebook,63.2,Desktop,75.0,23,49.14,52,13,11,Afternoon
SESS003401,USR01204,2023-06-05,TikTok,16.0,Mobile,180.0,28,15.73,80,9,13,Morning
SESS003402,USR01839,2023-04-20,YouTube,117.9,Tablet,167.0,20,64.59,29,40,1,Afternoon
SESS003403,USR02991,2023-07-16,YouTube,36.8,Mobile,1.0,27,57.99,24,8,6,Late Night
SESS003404,USR03238,2023-09-29,LinkedIn,31.3,Tablet,15.0,9,51.12,70,49,4,Afternoon
SESS003405,USR01750,2023-03-27,Snapchat,112.3,Desktop,143.0,6,39.32,83,33,13,Evening
SESS003406,USR00037,2023-09-02,LinkedIn,188.7,Mobile,169.0,16,59.65,28,29,16,Afternoon
SESS003407,USR02556,2023-06-17,Twitter/X,185.7,Tablet,165.0,7,382.16,12,47,3,Late Night
SESS003408,USR01133,2023-07-26,LinkedIn,90.1,Mobile,134.0,2,13.98,54,41,10,Late Night
SESS003409,USR00266,2023-09-21,YouTube,55.5,Tablet,151.0,26,4.18,83,13,7,Late Night
SESS003410,USR00801,2023-05-11,Twitter/X,31.1,Mobile,30.0,15,63.22,77,13,10,Late Night
SESS003411,USR01411,2023-10-27,Twitter/X,44.9,Desktop,189.0,10,23.92,43,47,5,Late Night
SESS003412,USR02725,2023-09-11,Pinterest,16.8,Desktop,16.0,12,31.42,100,10,12,Afternoon
SESS003413,USR01751,2023-12-11,Twitter/X,150.2,Mobile,144.0,28,31.92,85,38,14,Afternoon
SESS003414,USR01614,2023-09-28,Pinterest,17.7,Tablet,153.0,30,19.4,33,20,16,Late Night
SESS003415,USR00279,2023-06-17,Snapchat,120.2,Mobile,161.0,2,5.9,73,16,17,Late Night
SESS003416,USR02135,2023-02-01,LinkedIn,39.1,Desktop,21.0,15,4.66,4,33,5,Morning
SESS003417,USR01620,2023-12-21,YouTube,6.5,Desktop,192.0,26,135.47,5,43,8,Late Night
SESS003418,USR02756,2023-08-20,Facebook,29.9,Mobile,141.0,11,31.03,28,9,11,Evening
SESS003419,USR03626,2023-09-25,Instagram,112.4,Tablet,188.0,22,33.69,30,44,13,Late Night
SESS003420,USR04807,2023-11-25,LinkedIn,11.8,Desktop,190.0,12,78.87,68,42,7,Afternoon
SESS003421,USR04590,2023-08-09,Instagram,58.7,Desktop,148.0,1,94.55,37,39,20,Afternoon
SESS003422,USR04333,2023-09-04,Snapchat,28.0,Mobile,115.0,24,118.57,97,12,3,Late Night
SESS003423,USR04957,2023-04-03,LinkedIn,65.7,Tablet,129.0,22,132.31,12,13,12,Evening
SESS003424,USR02209,2023-06-12,Snapchat,145.3,Desktop,9.0,27,158.92,79,20,4,Evening
SESS003425,USR01468,2023-04-30,Facebook,78.7,Desktop,65.0,4,60.93,95,29,19,Evening
SESS003426,USR04213,2023-01-30,LinkedIn,134.3,Mobile,56.0,3,54.94,90,7,6,Late Night
SESS003427,USR04571,2023-09-19,Pinterest,44.3,Desktop,62.0,22,31.06,63,41,2,Evening
SESS003428,USR03028,2023-02-24,Twitter/X,57.7,Tablet,33.0,11,29.85,75,13,4,Afternoon
SESS003429,USR00129,2023-06-20,Snapchat,39.7,Mobile,18.0,30,146.02,18,20,10,Late Night
SESS003430,USR00819,2023-09-29,TikTok,104.3,Mobile,114.0,18,11.46,5,1,3,Evening
SESS003431,USR02347,2023-01-03,Facebook,158.4,Desktop,90.0,17,19.16,14,36,7,Evening
SESS003432,USR00664,2023-10-06,LinkedIn,90.4,Mobile,87.0,10,3.93,97,28,7,Afternoon
SESS003433,USR03101,2023-07-26,Snapchat,26.2,Desktop,58.0,5,6.22,39,16,19,Afternoon
SESS003434,USR04953,2023-08-13,Twitter/X,25.7,Tablet,146.0,24,209.56,10,28,15,Morning
SESS003435,USR00258,2023-09-25,LinkedIn,48.8,Desktop,29.0,19,20.59,78,31,19,Late Night
SESS003436,USR03662,2023-12-12,Instagram,16.0,Mobile,67.0,1,15.76,45,31,19,Afternoon
SESS003437,USR03744,2023-11-01,Pinterest,42.2,Tablet,166.0,22,16.38,94,46,14,Afternoon
SESS003438,USR02169,2023-05-14,Twitter/X,83.7,Tablet,128.0,14,72.13,51,25,19,Morning
SESS003439,USR03336,2023-07-11,YouTube,19.4,Desktop,16.0,25,0.2,54,41,11,Late Night
SESS003440,USR01680,2023-02-25,Pinterest,20.6,Tablet,34.0,23,140.18,32,44,9,Morning
SESS003441,USR03164,2023-02-25,LinkedIn,10.7,Tablet,10.0,8,56.33,90,6,6,Evening
SESS003442,USR01915,2023-11-05,Facebook,156.5,Desktop,41.0,22,73.06,92,33,13,Afternoon
SESS003443,USR01110,2023-04-24,TikTok,32.3,Desktop,193.0,11,37.41,84,8,5,Late Night
SESS003444,USR01085,2023-12-14,Pinterest,156.6,Desktop,51.0,13,11.39,62,11,9,Morning
SESS003445,USR02647,2023-03-23,Twitter/X,203.2,Tablet,3.0,12,54.65,27,44,19,Late Night
SESS003446,USR00639,2023-05-26,Pinterest,72.0,Mobile,97.0,30,2.04,64,38,15,Afternoon
SESS003447,USR03216,2023-07-31,Snapchat,,Desktop,,29,,61,16,4,Morning
SESS003448,USR03102,2023-09-04,YouTube,30.7,Tablet,2.0,27,114.45,35,33,16,Afternoon
SESS003449,USR04144,2023-02-06,Snapchat,41.9,Desktop,117.0,6,12.93,52,48,15,Afternoon
SESS003450,USR04180,2023-11-27,YouTube,35.1,Mobile,158.0,14,69.49,98,12,9,Morning
SESS003451,USR03758,2023-11-25,Instagram,96.5,Desktop,2.0,19,3.22,4,21,15,Late Night
SESS003452,USR01674,2023-10-16,Snapchat,25.7,Tablet,33.0,12,73.07,39,26,5,Morning
SESS003453,USR01253,2023-11-12,Twitter/X,52.7,Desktop,132.0,1,4.46,44,1,8,Afternoon
SESS003454,USR01935,2023-10-31,LinkedIn,74.9,Desktop,125.0,27,122.83,40,5,0,Morning
SESS003455,USR01059,2023-03-21,TikTok,40.5,Desktop,68.0,20,0.91,65,35,0,Evening
SESS003456,USR03498,2023-08-26,TikTok,136.1,Tablet,2.0,30,35.35,90,15,6,Evening
SESS003457,USR00088,2023-06-22,YouTube,42.1,Mobile,85.0,26,37.19,38,32,13,Late Night
SESS003458,USR01343,2023-03-29,Facebook,46.1,Desktop,157.0,28,64.8,94,18,7,Afternoon
SESS003459,USR03455,2023-04-21,Snapchat,49.8,Tablet,36.0,1,54.07,67,45,8,Afternoon
SESS003460,USR01748,2023-08-13,YouTube,139.3,Tablet,177.0,23,0.24,50,34,12,Evening
SESS003461,USR00500,2023-02-24,TikTok,68.9,Mobile,18.0,3,122.4,79,45,7,Afternoon
SESS003462,USR00401,2023-01-11,Pinterest,37.7,Mobile,79.0,24,44.67,20,30,13,Morning
SESS003463,USR01188,2023-01-05,TikTok,143.7,Mobile,159.0,14,140.22,14,9,17,Evening
SESS003464,USR02569,2023-03-17,Instagram,,Desktop,,8,,34,47,6,Evening
SESS003465,USR04954,2023-11-15,TikTok,14.5,Desktop,23.0,21,81.5,33,20,11,Morning
SESS003466,USR03365,2023-07-08,TikTok,50.5,Tablet,189.0,3,76.25,86,49,5,Afternoon
SESS003467,USR04549,2023-11-10,LinkedIn,36.7,Desktop,183.0,30,1.91,2,18,0,Late Night
SESS003468,USR04298,2023-11-25,Twitter/X,10.1,Mobile,14.0,28,19.94,50,44,20,Late Night
SESS003469,USR03898,2023-07-17,TikTok,122.9,Desktop,81.0,6,36.83,66,28,16,Late Night
SESS003470,USR02457,2023-04-08,Pinterest,19.8,Desktop,182.0,26,103.37,70,46,1,Afternoon
SESS003471,USR03652,2023-06-12,Instagram,170.8,Mobile,44.0,19,32.99,66,34,20,Afternoon
SESS003472,USR04481,2023-02-07,YouTube,21.0,Mobile,135.0,13,60.05,6,0,10,Morning
SESS003473,USR04119,2023-10-14,Instagram,15.7,Tablet,101.0,10,88.68,5,1,20,Afternoon
SESS003474,USR01460,2023-09-06,Facebook,35.6,Tablet,130.0,14,25.62,21,46,11,Late Night
SESS003475,USR04315,2023-06-29,Instagram,45.2,Tablet,50.0,18,25.64,44,15,19,Late Night
SESS003476,USR01314,2023-08-20,Pinterest,126.6,Desktop,157.0,16,2.46,54,39,9,Late Night
SESS003477,USR01412,2023-01-29,Snapchat,26.3,Mobile,17.0,22,133.56,85,12,13,Morning
SESS003478,USR01396,2023-07-07,TikTok,154.9,Tablet,20.0,21,5.01,78,21,14,Morning
SESS003479,USR04792,2023-04-15,YouTube,66.1,Tablet,165.0,25,114.84,66,21,19,Morning
SESS003480,USR04214,2023-04-03,YouTube,35.0,Mobile,12.0,27,24.64,45,18,7,Morning
SESS003481,USR04361,2023-01-22,TikTok,80.5,Tablet,131.0,3,83.14,92,7,4,Afternoon
SESS003482,USR04315,2023-10-16,Instagram,124.1,Mobile,117.0,28,55.56,34,33,20,Morning
SESS003483,USR04815,2023-05-06,Instagram,25.7,Mobile,64.0,12,19.16,69,37,8,Late Night
SESS003484,USR03061,2023-07-12,TikTok,28.3,Mobile,28.0,3,156.79,23,36,11,Late Night
SESS003485,USR01833,2023-02-09,TikTok,39.3,Desktop,154.0,7,50.32,11,35,17,Morning
SESS003486,USR00693,2023-04-24,Instagram,42.2,Desktop,95.0,12,19.29,50,12,13,Late Night
SESS003487,USR04922,2023-12-17,Instagram,121.5,Desktop,68.0,30,54.63,88,26,19,Morning
SESS003488,USR04452,2023-11-20,Twitter/X,313.0,Mobile,119.0,18,34.87,24,14,11,Afternoon
SESS003489,USR00018,2023-01-11,Pinterest,65.5,Tablet,166.0,4,166.73,66,26,10,Late Night
SESS003490,USR02551,2023-02-03,Instagram,111.0,Tablet,170.0,22,22.45,98,43,10,Afternoon
SESS003491,USR03298,2023-05-28,Pinterest,25.4,Mobile,14.0,1,90.75,6,34,17,Morning
SESS003492,USR01586,2023-06-09,TikTok,46.6,Mobile,58.0,3,17.87,60,13,18,Late Night
SESS003493,USR04643,2023-07-28,TikTok,,Desktop,,28,,47,15,8,Late Night
SESS003494,USR02003,2023-05-21,YouTube,76.2,Mobile,69.0,26,95.68,53,6,0,Morning
SESS003495,USR04821,2023-02-25,YouTube,36.9,Tablet,125.0,21,39.43,23,43,12,Late Night
SESS003496,USR00740,2023-11-15,Facebook,135.6,Desktop,110.0,17,138.9,52,23,16,Evening
SESS003497,USR00569,2023-09-04,Snapchat,95.7,Tablet,184.0,10,56.74,74,41,11,Afternoon
SESS003498,USR02792,2023-03-22,Twitter/X,25.6,Desktop,73.0,19,19.79,75,14,20,Morning
SESS003499,USR02962,2023-12-30,Instagram,75.5,Tablet,17.0,16,19.48,16,24,10,Late Night
SESS003500,USR03272,2023-10-16,Instagram,25.9,Desktop,52.0,2,61.73,95,25,4,Evening
SESS003501,USR01539,2023-12-03,LinkedIn,23.4,Mobile,131.0,5,20.81,33,14,15,Late Night
SESS003502,USR04401,2023-05-28,Twitter/X,24.6,Desktop,144.0,26,5.94,29,8,7,Morning
SESS003503,USR03619,2023-02-06,Pinterest,84.2,Tablet,60.0,24,158.04,2,26,16,Afternoon
SESS003504,USR01815,2023-12-03,Instagram,38.7,Desktop,6.0,17,42.6,34,2,14,Late Night
SESS003505,USR00557,2023-01-30,Snapchat,92.8,Mobile,93.0,5,59.17,35,37,9,Afternoon
SESS003506,USR04422,2023-04-19,LinkedIn,321.8,Desktop,196.0,20,73.4,98,13,15,Late Night
SESS003507,USR02540,2023-08-07,Snapchat,44.2,Desktop,182.0,7,14.69,94,25,1,Afternoon
SESS003508,USR03188,2023-09-10,YouTube,40.6,Desktop,101.0,18,43.29,33,23,16,Afternoon
SESS003509,USR03943,2023-06-17,Pinterest,47.3,Desktop,164.0,29,27.91,36,8,0,Morning
SESS003510,USR00363,2023-09-29,YouTube,37.0,Tablet,191.0,30,99.09,17,31,10,Evening
SESS003511,USR02131,2023-01-08,TikTok,19.0,Mobile,120.0,11,63.63,34,39,8,Morning
SESS003512,USR04363,2023-07-18,TikTok,9.9,Desktop,57.0,20,89.75,72,20,6,Afternoon
SESS003513,USR04020,2023-10-18,TikTok,40.5,Desktop,104.0,16,134.4,95,42,17,Evening
SESS003514,USR00922,2023-04-24,Pinterest,75.3,Desktop,174.0,5,36.15,67,16,9,Evening
SESS003515,USR04765,2023-03-20,Facebook,33.9,Mobile,190.0,13,23.17,76,17,0,Morning
SESS003516,USR01712,2023-12-30,Instagram,60.6,Tablet,2.0,16,26.06,75,31,14,Morning
SESS003517,USR00824,2023-09-26,Facebook,79.2,Tablet,36.0,26,16.17,36,11,19,Morning
SESS003518,USR00152,2023-10-30,Twitter/X,17.8,Desktop,53.0,1,28.03,92,6,19,Late Night
SESS003519,USR02506,2023-05-17,TikTok,11.6,Mobile,73.0,27,3.1,51,37,16,Morning
SESS003520,USR03837,2023-01-21,LinkedIn,26.7,Tablet,33.0,30,61.11,73,31,7,Afternoon
SESS003521,USR04210,2023-02-06,Snapchat,46.2,Tablet,191.0,27,97.59,12,6,19,Afternoon
SESS003522,USR02885,2023-02-16,Twitter/X,143.5,Mobile,173.0,26,38.07,22,9,11,Afternoon
SESS003523,USR04854,2023-08-22,TikTok,99.7,Mobile,58.0,30,41.95,68,32,4,Afternoon
SESS003524,USR04351,2023-02-09,Snapchat,100.9,Desktop,150.0,18,39.86,51,4,12,Morning
SESS003525,USR01193,2023-04-08,LinkedIn,36.3,Tablet,121.0,12,45.48,33,40,15,Evening
SESS003526,USR00711,2023-01-18,Snapchat,39.6,Tablet,106.0,4,58.67,38,37,10,Morning
SESS003527,USR04537,2023-05-08,LinkedIn,76.1,Tablet,5.0,24,26.04,47,5,9,Evening
SESS003528,USR04377,2023-12-28,LinkedIn,62.0,Mobile,6.0,26,169.3,14,1,1,Afternoon
SESS003529,USR01747,2023-09-06,Snapchat,39.4,Mobile,182.0,13,19.93,8,4,13,Late Night
SESS003530,USR02126,2023-01-15,LinkedIn,36.0,Desktop,10.0,9,50.11,60,49,1,Evening
SESS003531,USR02397,2023-11-13,LinkedIn,124.6,Mobile,148.0,8,133.41,80,31,3,Afternoon
SESS003532,USR01752,2023-08-24,Pinterest,47.5,Tablet,136.0,1,35.24,1,41,11,Evening
SESS003533,USR01969,2023-02-21,Instagram,28.9,Mobile,103.0,23,60.07,99,6,3,Morning
SESS003534,USR03449,2023-09-28,Instagram,139.7,Tablet,137.0,12,5.08,4,17,17,Late Night
SESS003535,USR02058,2023-05-16,Snapchat,83.0,Desktop,112.0,19,1.15,2,26,13,Morning
SESS003536,USR03549,2023-07-30,Twitter/X,,Mobile,,30,,47,50,12,Evening
SESS003537,USR04499,2023-08-23,Twitter/X,68.4,Desktop,169.0,10,136.02,37,13,9,Late Night
SESS003538,USR03116,2023-10-30,Pinterest,40.0,Desktop,24.0,30,182.25,73,49,20,Evening
SESS003539,USR02822,2023-01-30,TikTok,64.0,Desktop,74.0,21,11.91,50,11,8,Late Night
SESS003540,USR01601,2023-10-10,TikTok,85.3,Desktop,150.0,17,152.31,27,17,3,Morning
SESS003541,USR03303,2023-08-27,Twitter/X,78.1,Desktop,169.0,12,101.33,97,28,2,Morning
SESS003542,USR01792,2023-09-01,Facebook,74.1,Desktop,63.0,19,22.78,72,3,12,Late Night
SESS003543,USR03674,2023-12-24,LinkedIn,124.7,Tablet,2.0,10,22.48,25,47,8,Afternoon
SESS003544,USR00088,2023-04-30,Twitter/X,17.0,Mobile,24.0,22,194.62,55,25,12,Late Night
SESS003545,USR03184,2023-09-01,Pinterest,24.1,Tablet,91.0,20,12.03,5,48,7,Morning
SESS003546,USR00130,2023-04-21,Facebook,50.8,Tablet,33.0,29,40.9,13,12,5,Late Night
SESS003547,USR03977,2023-11-23,LinkedIn,13.1,Desktop,21.0,18,71.65,29,16,2,Late Night
SESS003548,USR01381,2023-02-24,Facebook,26.0,Desktop,49.0,26,16.51,17,13,17,Late Night
SESS003549,USR01733,2023-08-02,Snapchat,55.7,Desktop,18.0,19,67.73,85,41,1,Morning
SESS003550,USR03167,2023-10-20,Pinterest,48.4,Tablet,94.0,11,13.49,45,21,4,Morning
SESS003551,USR03131,2023-03-15,Facebook,31.5,Desktop,66.0,13,53.87,1,7,19,Evening
SESS003552,USR02722,2023-08-18,Instagram,33.5,Desktop,113.0,23,5.74,95,40,1,Afternoon
SESS003553,USR02374,2023-06-26,Twitter/X,92.1,Desktop,15.0,28,98.84,37,20,18,Evening
SESS003554,USR00250,2023-11-09,Twitter/X,43.5,Mobile,27.0,28,12.61,5,45,12,Late Night
SESS003555,USR04882,2023-03-28,Facebook,15.9,Desktop,65.0,5,20.38,57,49,12,Evening
SESS003556,USR04194,2023-09-09,Facebook,,Tablet,,5,,93,37,13,Morning
SESS003557,USR00970,2023-06-08,Twitter/X,11.6,Mobile,116.0,28,111.46,100,2,12,Morning
SESS003558,USR03189,2023-07-31,Twitter/X,121.3,Desktop,34.0,30,9.01,62,41,20,Late Night
SESS003559,USR04664,2023-01-25,TikTok,32.9,Mobile,64.0,23,30.82,21,31,8,Evening
SESS003560,USR01598,2023-02-13,LinkedIn,7.1,Desktop,80.0,20,4.97,43,16,12,Afternoon
SESS003561,USR04102,2023-01-23,TikTok,42.2,Mobile,118.0,25,37.42,26,29,6,Afternoon
SESS003562,USR01926,2023-01-09,LinkedIn,38.1,Desktop,162.0,24,20.46,17,49,8,Evening
SESS003563,USR00701,2023-07-24,LinkedIn,23.7,Desktop,197.0,3,11.96,54,34,18,Afternoon
SESS003564,USR00056,2023-11-23,Facebook,18.9,Tablet,31.0,21,10.77,93,46,16,Morning
SESS003565,USR00380,2023-11-08,YouTube,34.7,Desktop,125.0,20,21.35,22,22,13,Morning
SESS003566,USR04441,2023-11-30,Instagram,24.9,Desktop,151.0,1,0.71,41,7,18,Evening
SESS003567,USR00482,2023-08-15,TikTok,21.4,Tablet,176.0,25,126.41,77,47,2,Morning
SESS003568,USR03409,2023-08-29,TikTok,88.5,Desktop,58.0,13,17.66,16,38,3,Evening
SESS003569,USR00484,2023-05-30,Pinterest,125.2,Desktop,120.0,20,120.3,0,43,20,Evening
SESS003570,USR02109,2023-01-27,Snapchat,25.0,Mobile,180.0,19,33.25,32,7,11,Morning
SESS003571,USR01980,2023-01-01,Twitter/X,97.8,Desktop,58.0,9,17.13,19,10,0,Afternoon
SESS003572,USR02604,2023-11-01,Pinterest,32.4,Desktop,149.0,9,30.61,1,21,14,Morning
SESS003573,USR00764,2023-12-19,Snapchat,25.1,Desktop,28.0,11,0.33,68,21,18,Evening
SESS003574,USR02005,2023-08-25,LinkedIn,43.2,Mobile,143.0,18,111.13,81,19,19,Evening
SESS003575,USR02207,2023-01-29,YouTube,21.8,Tablet,127.0,5,41.17,13,5,12,Evening
SESS003576,USR00691,2023-02-02,Facebook,74.3,Mobile,160.0,19,2.56,73,2,8,Afternoon
SESS003577,USR00922,2023-09-20,Twitter/X,29.3,Tablet,166.0,1,43.53,71,34,6,Afternoon
SESS003578,USR02052,2023-04-21,Instagram,67.3,Tablet,36.0,17,34.0,61,16,11,Late Night
SESS003579,USR03302,2023-03-09,YouTube,97.8,Desktop,136.0,20,161.56,53,38,10,Morning
SESS003580,USR02670,2023-07-09,TikTok,138.6,Desktop,142.0,1,15.12,88,0,0,Evening
SESS003581,USR02167,2023-11-19,LinkedIn,38.5,Tablet,109.0,11,75.21,86,42,7,Morning
SESS003582,USR03239,2023-12-12,Pinterest,54.3,Desktop,145.0,7,48.52,4,28,10,Afternoon
SESS003583,USR01976,2023-12-19,TikTok,37.1,Desktop,146.0,14,13.24,75,18,20,Evening
SESS003584,USR00861,2023-07-23,Twitter/X,49.4,Desktop,173.0,7,13.2,77,36,16,Late Night
SESS003585,USR01049,2023-07-15,TikTok,146.1,Mobile,14.0,4,5.93,88,41,18,Evening
SESS003586,USR00698,2023-02-06,YouTube,46.6,Tablet,76.0,12,65.4,10,32,4,Late Night
SESS003587,USR03343,2023-10-06,LinkedIn,181.1,Mobile,123.0,17,53.15,49,24,7,Morning
SESS003588,USR04921,2023-01-05,Instagram,46.3,Desktop,90.0,17,75.5,55,5,3,Evening
SESS003589,USR04616,2023-07-13,LinkedIn,75.6,Desktop,18.0,8,28.15,77,33,20,Evening
SESS003590,USR00341,2023-02-18,Instagram,26.3,Tablet,89.0,21,26.66,74,8,20,Morning
SESS003591,USR04851,2023-01-02,Instagram,40.0,Desktop,119.0,2,85.24,62,31,16,Late Night
SESS003592,USR03297,2023-09-27,Facebook,93.9,Mobile,122.0,28,24.14,22,1,16,Morning
SESS003593,USR01206,2023-06-23,Instagram,48.9,Desktop,53.0,7,18.29,36,25,8,Morning
SESS003594,USR03837,2023-05-05,LinkedIn,78.5,Mobile,20.0,14,5.29,57,18,6,Afternoon
SESS003595,USR00064,2023-08-21,YouTube,54.2,Tablet,143.0,5,112.11,48,35,8,Evening
SESS003596,USR02912,2023-01-21,Twitter/X,109.2,Tablet,71.0,6,142.13,42,47,6,Late Night
SESS003597,USR04232,2023-01-04,Twitter/X,25.3,Tablet,0.0,27,113.21,38,13,6,Morning
SESS003598,USR00543,2023-09-13,TikTok,15.0,Tablet,9.0,17,41.87,18,41,3,Afternoon
SESS003599,USR04575,2023-02-01,Pinterest,36.8,Tablet,15.0,30,9.49,23,26,8,Morning
SESS003600,USR04523,2023-01-11,Instagram,122.1,Desktop,128.0,21,32.76,50,0,13,Morning
SESS003601,USR03864,2023-02-21,YouTube,1029.8,Desktop,53.0,24,0.73,83,32,4,Morning
SESS003602,USR01623,2023-01-04,Facebook,41.3,Mobile,106.0,3,120.44,52,39,1,Evening
SESS003603,USR01540,2023-03-18,TikTok,78.7,Mobile,48.0,17,26.19,47,47,1,Morning
SESS003604,USR04105,2023-03-13,Instagram,38.2,Desktop,147.0,15,82.95,38,45,8,Morning
SESS003605,USR04758,2023-03-09,LinkedIn,89.2,Tablet,107.0,10,31.11,14,17,13,Evening
SESS003606,USR00332,2023-03-01,Snapchat,59.8,Desktop,147.0,29,29.86,40,50,9,Late Night
SESS003607,USR02282,2023-03-28,Instagram,6.8,Desktop,117.0,10,110.28,61,49,10,Morning
SESS003608,USR03745,2023-12-26,Pinterest,64.0,Mobile,189.0,24,43.62,89,17,9,Afternoon
SESS003609,USR00463,2023-07-22,Snapchat,201.6,Mobile,191.0,27,37.56,6,11,16,Morning
SESS003610,USR02281,2023-10-14,Pinterest,26.6,Desktop,158.0,28,12.75,72,13,15,Late Night
SESS003611,USR02651,2023-04-22,YouTube,137.2,Desktop,138.0,11,40.54,37,1,3,Afternoon
SESS003612,USR03982,2023-11-11,Instagram,73.7,Desktop,173.0,14,9.04,86,2,15,Afternoon
SESS003613,USR02979,2023-01-22,Twitter/X,255.8,Mobile,21.0,22,18.75,14,33,19,Morning
SESS003614,USR02578,2023-06-13,Facebook,55.7,Mobile,180.0,23,3.7,92,22,13,Afternoon
SESS003615,USR02562,2023-02-19,Facebook,27.1,Tablet,104.0,7,25.25,42,10,12,Afternoon
SESS003616,USR03582,2023-01-19,Facebook,45.0,Desktop,200.0,11,13.18,20,29,17,Afternoon
SESS003617,USR00960,2023-03-04,Pinterest,,Tablet,,7,,38,19,4,Morning
SESS003618,USR03199,2023-02-09,Facebook,31.5,Desktop,74.0,12,79.48,14,50,5,Morning
SESS003619,USR03187,2023-10-07,Instagram,25.5,Desktop,19.0,20,21.99,47,49,7,Evening
SESS003620,USR03381,2023-02-04,Instagram,146.6,Mobile,100.0,1,38.62,13,6,19,Late Night
SESS003621,USR01148,2023-07-13,TikTok,48.9,Mobile,151.0,6,60.82,14,47,5,Late Night
SESS003622,USR00227,2023-10-17,Pinterest,134.5,Mobile,131.0,17,4.43,96,28,16,Morning
SESS003623,USR04926,2023-04-11,Twitter/X,230.0,Desktop,47.0,13,121.08,70,5,8,Morning
SESS003624,USR02421,2023-05-18,YouTube,24.9,Tablet,19.0,13,13.13,12,49,15,Morning
SESS003625,USR03511,2023-10-29,TikTok,151.5,Tablet,121.0,14,59.47,5,5,9,Late Night
SESS003626,USR03025,2023-02-27,Snapchat,61.2,Desktop,86.0,27,8.7,72,0,9,Morning
SESS003627,USR01610,2023-01-03,Twitter/X,73.4,Mobile,167.0,26,9.51,23,44,11,Evening
SESS003628,USR01508,2023-07-15,YouTube,73.0,Desktop,157.0,21,7.23,71,23,0,Afternoon
SESS003629,USR02245,2023-08-26,TikTok,63.2,Tablet,22.0,8,24.86,41,24,7,Afternoon
SESS003630,USR01559,2023-08-12,YouTube,,Desktop,,21,,75,50,11,Morning
SESS003631,USR04065,2023-11-12,Twitter/X,19.9,Desktop,138.0,5,24.28,17,28,17,Afternoon
SESS003632,USR02609,2023-09-23,LinkedIn,195.9,Mobile,199.0,30,103.3,3,39,1,Evening
SESS003633,USR04884,2023-09-02,TikTok,35.3,Mobile,80.0,22,204.98,56,30,11,Evening
SESS003634,USR01880,2023-02-03,YouTube,147.8,Tablet,103.0,25,35.25,78,44,5,Evening
SESS003635,USR01535,2023-01-21,Facebook,66.4,Desktop,92.0,2,19.4,64,0,1,Late Night
SESS003636,USR04932,2023-02-26,Pinterest,39.2,Mobile,185.0,2,65.44,37,28,20,Evening
SESS003637,USR04844,2023-05-25,YouTube,34.5,Desktop,98.0,29,35.17,25,8,14,Afternoon
SESS003638,USR00242,2023-11-11,YouTube,136.6,Tablet,34.0,28,29.87,47,17,16,Late Night
SESS003639,USR02624,2023-06-06,Twitter/X,417.0,Tablet,130.0,6,89.57,59,50,4,Late Night
SESS003640,USR03226,2023-02-10,Facebook,71.0,Mobile,135.0,30,13.3,70,45,7,Evening
